ORDERLINENUMBER,ORDERNUMBER,QUANTITYORDERED,Cost Per Unit,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,Profit
3,10336,38,100,6373,20/11/2004,Shipped,4,11,2004,Trucks and Buses,118,S12_4473,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,,75012,France,EMEA,Bertrand,Marie,Medium,2573
3,10424,49,100,7969,31/05/2005,In Process,2,5,2005,Trucks and Buses,136,S12_1666,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego,Large,3069
3,10413,47,100,8237,05/05/2005,Shipped,2,5,2005,Classic Cars,151,S12_3148,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,CT,97562,USA,Not Mentioned,King,Julie,Large,3537
3,10425,28,100,5318,31/05/2005,In Process,2,5,2005,Classic Cars,163,S18_2238,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,,44000,France,EMEA,Labrune,Janine,Medium,2518
3,10108,36,100,3731,03/03/2003,Shipped,1,3,2003,Classic Cars,115,S12_4675,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,131
3,10272,27,100,4283,20/07/2004,Shipped,3,7,2004,Classic Cars,151,S12_3148,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,PA,70267,USA,Not Mentioned,Yu,Kyung,Medium,1583
3,10247,25,100,4381,05/05/2004,Shipped,2,5,2004,Classic Cars,151,S12_3148,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium,1881
3,10220,30,100,4714,12/02/2004,Shipped,1,2,2004,Classic Cars,151,S12_3148,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Medium,1714
3,10176,47,100,8379,06/11/2003,Shipped,4,11,2003,Classic Cars,151,S12_3148,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Large,3679
3,10170,41,100,4391,04/11/2003,Shipped,4,11,2003,Classic Cars,115,S12_4675,Mini Auto Werke,7675-3555,Kirchgasse 6,Graz,,8010,Austria,EMEA,Mendel,Roland,Medium,291
3,10397,48,100,5193,28/03/2005,Shipped,1,3,2005,Ships,100,S700_3505,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,,31000,France,EMEA,Roulet,Annette,Medium,393
3,10127,46,100,7366,03/06/2003,Shipped,2,6,2003,Classic Cars,151,S12_3148,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,Not Mentioned,Young,Jeff,Large,2766
3,10250,44,100,6056,11/05/2004,Shipped,2,5,2004,Planes,118,S700_2834,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,CA,94217,USA,Not Mentioned,Frick,Sue,Medium,1656
3,10366,34,100,4208,10/01/2005,Shipped,1,1,2005,Classic Cars,142,S18_1984,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,EMEA,Cartrain,Pascale,Medium,808
3,10342,22,100,3161,24/11/2004,Shipped,4,11,2004,Classic Cars,142,S18_1984,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,961
3,10204,23,71,1643,02/12/2003,Shipped,4,12,2003,Vintage Cars,60,S18_2248,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,Not Mentioned,Young,Jeff,Small,10
3,10315,31,86,2671,29/10/2004,Shipped,4,10,2004,Ships,100,S700_3505,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,,44000,France,EMEA,Labrune,Janine,Small,5
3,10150,20,100,2104,19/09/2003,Shipped,3,9,2003,Classic Cars,101,S700_2824,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,79903,Singapore,Japan,Natividad,Eric,Small,104
3,10199,38,82,3131,01/12/2003,Shipped,4,12,2003,Planes,80,S700_3167,West Coast Collectables Co.,3105553722,3675 Furth Circle,Burbank,CA,94019,USA,Not Mentioned,Thompson,Steve,Medium,15
3,10415,42,58,2420,09/05/2005,Disputed,2,5,2005,Planes,49,S72_1253,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small,-16
3,10223,49,100,9774,20/02/2004,Shipped,1,2,2004,Motorcycles,193,S10_4698,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Large,4874
3,10356,29,100,3630,09/12/2004,Shipped,4,12,2004,Vintage Cars,127,S18_2325,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,,75508,France,EMEA,Da Cunha,Daniel,Medium,730
3,10120,29,96,2794,29/04/2003,Shipped,2,4,2003,Motorcycles,118,S10_2016,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,10
3,10188,45,100,8715,18/11/2003,Shipped,4,11,2003,Motorcycles,193,S10_4698,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Large,4215
3,10381,36,100,8255,17/02/2005,Shipped,1,2,2005,Classic Cars,214,S10_1949,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,CA,Not Mentioned,USA,Not Mentioned,Brown,Julie,Large,4655
3,10344,30,100,3928,25/11/2004,Shipped,4,11,2004,Vintage Cars,127,S18_2325,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,,13008,France,EMEA,Lebihan,Laurence,Medium,928
3,10275,36,100,6902,23/07/2004,Shipped,3,7,2004,Motorcycles,193,S10_4698,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,,44000,France,EMEA,Labrune,Janine,Medium,3302
3,10333,26,100,3003,18/11/2004,Shipped,4,11,2004,Classic Cars,214,S10_1949,Mini Wheels Co.,6505555787,5557 North Pendale Street,San Francisco,CA,Not Mentioned,USA,Not Mentioned,Murphy,Julie,Medium,403
3,10318,37,100,7667,02/11/2004,Shipped,4,11,2004,Motorcycles,193,S10_4698,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,PA,70267,USA,Not Mentioned,Yu,Kyung,Large,3967
3,10329,26,100,5868,15/11/2004,Shipped,4,11,2004,Motorcycles,193,S10_4698,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,NY,10022,USA,Not Mentioned,Yu,Kwai,Medium,3268
3,10168,20,100,4183,28/10/2003,Shipped,4,10,2003,Motorcycles,193,S10_4698,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,CA,94217,USA,Not Mentioned,Hirano,Juri,Medium,2183
3,10128,32,97,3104,06/06/2003,Shipped,2,6,2003,Ships,86,S700_1938,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,0
3,10147,26,82,2142,05/09/2003,Shipped,3,9,2003,Classic Cars,77,S18_1889,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Brickhaven,MA,58339,USA,Not Mentioned,Nelson,Allen,Small,10
3,10312,48,100,11624,21/10/2004,Shipped,4,10,2004,Classic Cars,214,S10_1949,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Not Mentioned,Nelson,Valarie,Large,6824
3,10215,35,100,6075,29/01/2004,Shipped,1,1,2004,Classic Cars,214,S10_1949,West Coast Collectables Co.,3105553722,3675 Furth Circle,Burbank,CA,94019,USA,Not Mentioned,Thompson,Steve,Medium,2575
3,10135,48,79,3807,02/07/2003,Shipped,3,7,2003,Classic Cars,77,S18_1889,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Not Mentioned,Nelson,Valarie,Medium,15
3,10391,42,100,4998,09/03/2005,Shipped,1,3,2005,Vintage Cars,53,S18_1367,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,798
3,10367,37,100,4704,12/01/2005,Resolved,1,1,2005,Vintage Cars,170,S18_1749,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,CA,90003,USA,Not Mentioned,Young,Julie,Medium,1004
3,10248,20,100,2910,07/05/2004,Cancelled,2,5,2004,Classic Cars,136,S10_4757,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,NY,10022,USA,Not Mentioned,Yu,Kwai,Small,910
3,10209,48,45,2145,09/01/2004,Shipped,1,1,2004,Planes,49,S72_1253,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,Los Angeles,CA,Not Mentioned,USA,Not Mentioned,Chandler,Michael,Small,-15
3,10249,32,58,1844,08/05/2004,Shipped,2,5,2004,Planes,49,S72_1253,Cambridge Collectables Co.,6175555555,4658 Baden Av.,Cambridge,MA,51247,USA,Not Mentioned,Tseng,Kyung,Small,-12
3,10119,43,100,6916,28/04/2003,Shipped,2,4,2003,Planes,157,S18_1662,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium,2616
3,10105,31,66,2039,11/02/2003,Shipped,1,2,2003,Ships,72,S700_2610,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Small,-7
3,10339,39,77,2990,23/11/2004,Shipped,4,11,2004,Motorcycles,193,S10_4698,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small,-13
3,10100,30,100,5151,06/01/2003,Shipped,1,1,2003,Vintage Cars,170,S18_1749,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,NH,62005,USA,Not Mentioned,Young,Valarie,Medium,2151
3,10389,49,79,3882,03/03/2005,Shipped,1,3,2005,Classic Cars,77,S18_1889,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,11
3,10232,24,50,1193,20/03/2004,Shipped,1,3,2004,Ships,54,S72_3212,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Small,-7
3,10129,45,85,3838,12/06/2003,Shipped,2,6,2003,Ships,72,S700_2610,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,London,,WX3 6FW,UK,EMEA,Brown,Ann,Medium,13
4,10198,42,100,7484,27/11/2003,Shipped,4,11,2003,Planes,157,S18_1662,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Large,3284
4,10378,22,100,2464,10/02/2005,Shipped,1,2,2005,Classic Cars,80,S18_3278,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,264
4,10285,26,100,2600,27/08/2004,Shipped,3,8,2004,Motorcycles,102,S32_4485,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,MA,51247,USA,Not Mentioned,Hernandez,Marta,Small,0
4,10147,33,98,3230,05/09/2003,Shipped,3,9,2003,Classic Cars,115,S12_4675,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Brickhaven,MA,58339,USA,Not Mentioned,Nelson,Allen,Medium,-4
4,10135,29,98,2839,02/07/2003,Shipped,3,7,2003,Classic Cars,115,S12_4675,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Not Mentioned,Nelson,Valarie,Small,-3
4,10252,26,100,3559,26/05/2004,Shipped,2,5,2004,Classic Cars,148,S18_4721,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,,75016,France,EMEA,Perrier,Dominique,Medium,959
4,10111,39,100,4179,25/03/2003,Shipped,1,3,2003,Vintage Cars,99,S18_3320,Mini Wheels Co.,6505555787,5557 North Pendale Street,San Francisco,CA,Not Mentioned,USA,Not Mentioned,Murphy,Julie,Medium,279
4,10330,50,100,6101,16/11/2004,Shipped,4,11,2004,Classic Cars,148,S18_4721,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,1101
4,10331,32,100,5027,17/11/2004,Shipped,4,11,2004,Motorcycles,102,S32_4485,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,PA,71270,USA,Not Mentioned,Hernandez,Rosa,Medium,1827
4,10222,49,100,6954,19/02/2004,Shipped,1,2,2004,Planes,157,S18_1662,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,CA,91217,USA,Not Mentioned,Thompson,Valarie,Medium,2054
4,10173,29,95,2762,05/11/2003,Shipped,4,11,2003,Vintage Cars,99,S18_3320,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small,7
4,10414,31,76,2353,06/05/2005,On Hold,2,5,2005,Ships,72,S700_2610,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,MA,51003,USA,Not Mentioned,Yoshido,Juri,Small,-3
4,10407,66,67,4421,22/04/2005,On Hold,2,4,2005,Classic Cars,71,S18_4933,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,San Jose,CA,94217,USA,Not Mentioned,Frick,Sue,Medium,-1
4,10425,33,100,4693,31/05/2005,In Process,2,5,2005,Trucks and Buses,118,S12_4473,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,,44000,France,EMEA,Labrune,Janine,Medium,1393
4,10340,40,51,2025,24/11/2004,Shipped,4,11,2004,Vintage Cars,43,S50_1341,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Small,-15
4,10204,33,100,5890,02/12/2003,Shipped,4,12,2003,Vintage Cars,170,S18_1749,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,Not Mentioned,Young,Jeff,Medium,2590
4,10396,24,90,2154,23/03/2005,Shipped,1,3,2005,Trains,100,S18_3259,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Not Mentioned,Nelson,Valarie,Small,-6
4,10349,48,47,2275,01/12/2004,Shipped,4,12,2004,Classic Cars,57,S24_1444,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,NY,10022,USA,Not Mentioned,Young,Jeff,Small,19
4,10336,45,100,5972,20/11/2004,Shipped,4,11,2004,Classic Cars,57,S24_1444,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,,75012,France,EMEA,Bertrand,Marie,Medium,1472
4,10207,49,47,2294,09/12/2003,Shipped,4,12,2003,Classic Cars,57,S24_1444,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,MA,51003,USA,Not Mentioned,Franco,Valarie,Small,-9
4,10373,28,58,1611,31/01/2005,Shipped,1,1,2005,Planes,157,S18_1662,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Small,-13
4,10241,30,67,2010,13/04/2004,Shipped,2,4,2004,Classic Cars,71,S18_4933,Mini Caravy,88.60.1555,"24, place Kluber",Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Small,0
4,10152,25,65,1633,25/09/2003,Shipped,3,9,2003,Classic Cars,57,S24_1444,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Small,8
4,10259,46,100,6541,15/06/2004,Shipped,2,6,2004,Trucks and Buses,118,S12_4473,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Medium,1941
4,10219,35,55,1932,10/02/2004,Shipped,1,2,2004,Trucks and Buses,54,S32_2509,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,CA,94217,USA,Not Mentioned,Taylor,Sue,Small,7
4,10192,37,70,2583,20/11/2003,Shipped,4,11,2003,Classic Cars,73,S24_1046,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,NH,62005,USA,Not Mentioned,Young,Valarie,Small,-7
4,10424,26,60,1557,31/05/2005,In Process,2,5,2005,Vintage Cars,50,S18_4668,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,-3
4,10341,31,71,2202,24/11/2004,Shipped,4,11,2004,Motorcycles,102,S32_4485,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Small,1
4,10353,48,69,3302,04/12/2004,Shipped,4,12,2004,Planes,118,S700_2834,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,CT,97561,USA,Not Mentioned,Lewis,Dan,Medium,-10
4,10371,49,36,1750,23/01/2005,Shipped,1,1,2005,Trucks and Buses,118,S12_4473,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Not Mentioned,Nelson,Valarie,Small,-14
4,10332,23,57,1307,17/11/2004,Shipped,4,11,2004,Classic Cars,73,S24_1046,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,-4
4,10178,42,100,6491,08/11/2003,Shipped,4,11,2003,Planes,157,S18_1662,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,,31000,France,EMEA,Roulet,Annette,Medium,2291
4,10248,32,76,2428,07/05/2004,Cancelled,2,5,2004,Ships,72,S700_2610,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,NY,10022,USA,Not Mentioned,Yu,Kwai,Small,-4
4,10104,49,66,3228,31/01/2003,Shipped,1,1,2003,Trains,62,S32_3207,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,-6
4,10123,34,100,5332,20/05/2003,Shipped,2,5,2003,Classic Cars,141,S18_3685,Atelier graphique,40.32.2555,"54, rue Royale",Nantes,,44000,France,EMEA,Schmitt,Carine,Medium,1932
4,10287,41,100,6499,30/08/2004,Shipped,3,8,2004,Classic Cars,141,S18_1129,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium,2399
4,10150,49,58,2851,19/09/2003,Shipped,3,9,2003,Trucks and Buses,64,S32_3522,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,79903,Singapore,Japan,Natividad,Eric,Small,9
4,10320,38,73,2790,03/11/2004,Shipped,4,11,2004,Classic Cars,79,S12_3990,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Small,16
4,10183,49,65,3167,13/11/2003,Shipped,4,11,2003,Trucks and Buses,64,S32_3522,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,PA,71270,USA,Not Mentioned,Cervantes,Francisca,Medium,-18
4,10149,50,100,5908,12/09/2003,Shipped,3,9,2003,Vintage Cars,102,S18_1342,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Brisbane,CA,94217,USA,Not Mentioned,Taylor,Sue,Medium,908
4,10137,31,100,5124,10/07/2003,Shipped,3,7,2003,Classic Cars,141,S18_3685,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,,51100,France,EMEA,Henriot,Paul,Medium,2024
4,10181,39,100,5785,12/11/2003,Shipped,4,11,2003,Classic Cars,141,S18_3685,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium,1885
4,10266,33,100,5035,06/07/2004,Shipped,3,7,2004,Classic Cars,141,S18_3685,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Medium,1735
4,10270,46,88,4048,19/07/2004,Shipped,3,7,2004,Classic Cars,101,S700_2824,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,0
4,10245,44,100,4629,04/05/2004,Shipped,2,5,2004,Classic Cars,101,S700_2824,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,CT,97823,USA,Not Mentioned,Murphy,Leslie,Medium,229
4,10278,31,100,4117,06/08/2004,Shipped,3,8,2004,Classic Cars,141,S18_3685,Signal Gift Stores,7025551838,8489 Strong St.,Las Vegas,NV,83030,USA,Not Mentioned,King,Sue,Medium,1017
4,10284,50,82,4093,21/08/2004,Shipped,3,8,2004,Vintage Cars,68,S32_4289,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Medium,-7
4,10324,48,100,8209,05/11/2004,Shipped,4,11,2004,Trucks and Buses,64,S32_3522,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,NY,10022,USA,Not Mentioned,Frick,Michael,Large,3409
4,10333,33,74,2432,18/11/2004,Shipped,4,11,2004,Trucks and Buses,64,S32_3522,Mini Wheels Co.,6505555787,5557 North Pendale Street,San Francisco,CA,Not Mentioned,USA,Not Mentioned,Murphy,Julie,Small,-10
4,10164,39,82,3195,21/10/2003,Resolved,4,10,2003,Classic Cars,101,S700_2824,Mini Auto Werke,7675-3555,Kirchgasse 6,Graz,,8010,Austria,EMEA,Mendel,Roland,Medium,-3
4,10397,22,66,1463,28/03/2005,Shipped,1,3,2005,Ships,72,S700_2610,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Toulouse,,31000,France,EMEA,Roulet,Annette,Small,11
4,10379,32,71,2267,10/02/2005,Shipped,1,2,2005,Classic Cars,141,S18_3685,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,-5
4,10319,44,59,2599,03/11/2004,Shipped,4,11,2004,Motorcycles,62,S18_3782,Microscale Inc.,2125551957,5290 North Pendale Street,NYC,NY,10022,USA,Not Mentioned,Kuo,Kee,Small,3
4,10226,38,100,4161,26/02/2004,Shipped,1,2,2004,Classic Cars,124,S18_1589,Collectable Mini Designs Co.,7605558146,361 Furth Circle,San Diego,CA,91217,USA,Not Mentioned,Thompson,Valarie,Medium,361
4,10304,34,49,1676,11/10/2004,Shipped,4,10,2004,Vintage Cars,50,S18_4668,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,,78000,France,EMEA,Tonini,Daniel,Small,10
4,10344,21,100,2203,25/11/2004,Shipped,4,11,2004,Vintage Cars,92,S18_4409,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,,13008,France,EMEA,Lebihan,Laurence,Small,103
4,10301,32,100,3425,05/10/2003,Shipped,4,10,2003,Classic Cars,124,S18_1589,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Medium,225
4,10131,21,100,2782,16/06/2003,Shipped,2,6,2003,Planes,157,S18_1662,Gift Ideas Corp.,2035554407,2440 Pompton St.,Glendale,CT,97561,USA,Not Mentioned,Lewis,Dan,Small,682
4,10258,21,60,1257,15/06/2004,Shipped,2,6,2004,Vintage Cars,50,S18_4668,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small,-3
4,10369,45,73,3289,20/01/2005,Shipped,1,1,2005,Vintage Cars,99,S18_3320,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Brickhaven,MA,58339,USA,Not Mentioned,Nelson,Allen,Medium,4
4,10206,21,53,1120,05/12/2003,Shipped,4,12,2003,Vintage Cars,50,S18_4668,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,Not Mentioned,Tannamuri,Yoshi,Small,7
4,10190,42,86,3600,19/11/2003,Shipped,4,11,2003,Motorcycles,102,S32_4485,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,-12
4,10113,49,100,4917,26/03/2003,Shipped,1,3,2003,Trucks and Buses,116,S18_1097,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Not Mentioned,Nelson,Valarie,Medium,17
4,10145,27,100,3251,25/08/2003,Shipped,3,8,2003,Motorcycles,102,S32_4485,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,CA,90003,USA,Not Mentioned,Young,Julie,Medium,551
4,10159,25,100,3638,10/10/2003,Shipped,4,10,2003,Classic Cars,146,S18_3482,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,CA,Not Mentioned,USA,Not Mentioned,Brown,Julie,Medium,1138
4,10169,36,100,4445,04/11/2003,Shipped,4,11,2003,Classic Cars,146,S18_3482,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,845
4,10347,45,100,5885,29/11/2004,Shipped,4,11,2004,Trucks and Buses,121,S18_4600,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,1385
4,10334,49,100,6763,19/11/2004,On Hold,4,11,2004,Trucks and Buses,121,S18_4600,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium,1863
4,10230,46,61,2801,15/03/2004,Shipped,1,3,2004,Trains,62,S32_3207,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Small,-5
4,10411,34,100,3577,01/05/2005,Shipped,2,5,2005,Classic Cars,101,S700_2824,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,Quebec,H1J 1C3,Canada,Not Mentioned,Fresnisre,Jean,Medium,177
4,10109,26,100,4379,10/03/2003,Shipped,1,3,2003,Classic Cars,141,S18_1129,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,PA,71270,USA,Not Mentioned,Hernandez,Rosa,Medium,1779
4,10211,28,100,3745,15/01/2004,Shipped,1,1,2004,Classic Cars,146,S18_3482,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,,75016,France,EMEA,Perrier,Dominique,Medium,945
